BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,SUBLOCALITY,LATITUDE,LONGITUDE,PRICE_PER_BED,PRICE_PER_PROPERTYSQFT
Brokered by Douglas Elliman - Bayside,Co-op for sale,205900,1,1.0,750.0,The Bronx,40.7119297,-73.826361,205900.0,274.53333333333336
"Brokered by Behfar Team, Llc",Co-op for sale,265000,1,1.0,765.0,Brooklyn,40.6180698,-73.9699744,265000.0,346.4052287581699
Brokered by Douglas Elliman - Merrick,Co-op for sale,169999,1,1.0,2184.207862,Queens,40.6661012,-73.8471882,169999.0,77.8309624086501
Brokered by Keller Williams Realty NYC Grp,House for sale,775000,3,1.0,1696.0,Bronx County,40.8377397,-73.8241472,258333.33333333334,456.95754716981133
Brokered by RE MAX Real Estate Professionals,House for sale,685000,4,2.0,2269.0,Richmond County,40.5849183,-74.1599388,171250.0,301.89510797708243
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,699000,1,1.0,700.0,New York,40.776434,-73.9771489,699000.0,998.5714285714286
Brokered by COMPASS,Pending,420000,1,1.0,2184.207862,New York,40.7661564,-73.9700846,420000.0,192.28939118249542
Brokered by Accomplish Realty Llc,Multi-family home for sale,1245000,7,6.0,2184.207862,Queens County,40.7591289,-73.8579008,177857.14285714287,570.0006952909686
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,795000,1,1.0,2184.207862,New York,40.7707242,-73.9542132,795000.0,363.97634759543774
Brokered by The Bouklis Group - The Bouklis Group Astoria,Condo for sale,445000,3,1.0,402.0,Queens,40.7680157,-73.9174508,148333.33333333334,1106.9651741293533
Brokered by CENTURY 21 Homefront,Co-op for sale,399000,2,1.0,960.0,Brooklyn,40.5792324,-73.9713245,199500.0,415.625
Brokered by Excellent Realty Llc,Multi-family home for sale,1990000,6,5.0,2150.0,Queens County,40.7557556,-73.7774071,331666.6666666667,925.5813953488372
Brokered by Brown Harris Stevens,Co-op for sale,529000,2,1.0,2184.207862,New York,40.8558902,-73.9351781,264500.0,242.19306651319064
Brokered by Corcoran West Side,Co-op for sale,7500000,6,6.0,4200.0,New York,40.7802712,-73.9567847,1250000.0,1785.7142857142858
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,595000,1,1.0,2184.207862,New York,40.8540347,-73.9393276,595000.0,272.4099708418685
Brokered by Douglas Elliman - 664 Fulton,Co-op for sale,525000,3,2.0,2184.207862,Brooklyn,40.5794182,-73.9709078,175000.0,240.36173897811926
Brokered by USREALTY   .com,Co-op for sale,479000,2,1.0,1100.0,Brooklyn,40.5778092,-73.9728288,239500.0,435.45454545454544
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,4995000,4,4.0,5500.0,New York County,40.7622996,-73.9698344,1248750.0,908.1818181818181
Brokered by COMPASS,Co-op for sale,460000,2,1.0,2184.207862,New York,40.8002612,-73.9648347,230000.0,210.60266653320926
Brokered by Ivey North Llc,House for sale,1200000,4,2.0,2184.207862,Queens County,40.75515,-73.7757869,300000.0,549.3982605214155
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,5950000,2,2.0,1853.0,New York,40.7347565,-74.0097145,2975000.0,3211.0091743119265
Brokered by COMPASS,Condo for sale,599000,1,1.0,626.0,New York,40.7920582,-73.9393346,599000.0,956.8690095846646
Brokered by COMPASS,Co-op for sale,350000,3,1.0,2184.207862,New York,40.7556998,-73.9717539,116666.66666666667,160.24115931874618
Brokered by Oxford Property Group,Condo for sale,420000,1,1.0,668.0,Brooklyn,40.5783101,-73.9670934,420000.0,628.7425149700599
Brokered by Weichert Properties,Contingent,2400000,3,2.3738608579684373,3248.0,Kings County,40.6647715,-73.9353047,800000.0,738.9162561576354
Brokered by Corcoran Park Avenue South,Co-op for sale,2199000,2,2.0,1770.0,New York,40.7899034,-73.9774703,1099500.0,1242.3728813559321
Brokered by Brown Harris Stevens - 130 Fifth Avenue,Co-op for sale,595000,1,1.0,700.0,New York,40.754338,-73.964711,595000.0,850.0
Brokered by KORR REALTY,Co-op for sale,249000,2,1.0,1000.0,Brooklyn,40.5926635,-73.9388739,124500.0,249.0
Brokered by COMPASS,Condo for sale,11000000,4,4.0,3452.0,New York County,40.7450569,-74.0027927,2750000.0,3186.558516801854
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,585000,1,1.0,2184.207862,New York,40.8570262,-73.9361002,585000.0,267.83165200419006
Brokered by P R O Links Realty Inc,Multi-family home for sale,1180000,8,4.0,3321.0,Bronx County,40.8307543,-73.8757325,147500.0,355.3146642577537
Brokered by Coldwell Banker Signature Prop,Co-op for sale,115000,3,1.0,550.0,The Bronx,40.8716219,-73.8826018,38333.333333333336,209.0909090909091
Brokered by Brown Harris Stevens,Condo for sale,779000,1,1.0,638.0,New York,40.7422824,-73.9781111,779000.0,1221.0031347962383
Brokered by RE MAX Edge,Multi-family home for sale,1850000,12,7.0,4719.0,Kings County,40.6395826,-74.0081915,154166.66666666666,392.0322102140284
Brokered by Engel & V�������,Condo for sale,9975000,3,3.0,2241.0,Manhattan,40.7697189,-73.9810746,3325000.0,4451.1378848728245
Brokered by Dom Realty of NY Inc,Townhouse for sale,925000,3,2.0,1875.0,Queens County,40.7318932,-73.8001903,308333.3333333333,493.3333333333333
Brokered by COMPASS,Pending,360000,1,1.0,2184.207862,New York,40.7711911,-73.9516646,360000.0,164.81947815642465
Brokered by RE MAX Real Estate Professionals,House for sale,685000,4,2.0,2269.0,Richmond County,40.5849183,-74.1599388,171250.0,301.89510797708243
Brokered by COMPASS,Co-op for sale,2750000,2,2.0,2184.207862,New York,40.7666667,-73.9797008,1375000.0,1259.037680361577
Brokered by Brown Harris Stevens,Co-op for sale,1450000,4,2.0,2184.207862,New York,40.7494389,-73.9768133,362500.0,663.8562314633771
Brokered by Keller Williams NYC,Townhouse for sale,3400000,5,4.0,4852.0,New York County,40.8180997,-73.9429051,680000.0,700.7419620774938
Brokered by B Square Realty,Co-op for sale,329000,2,1.0,2184.207862,Queens,40.7807824,-73.7743544,164500.0,150.6266897596214
Brokered by Homefinders of SI Inc.,House for sale,699000,3,2.0,1008.0,Richmond County,40.6306551,-74.1655807,233000.0,693.452380952381
Brokered by Monticello Real Estate Group,Multi-family home for sale,1075000,7,3.0,2184.207862,Kings County,40.6888948,-73.9059091,153571.42857142858,492.1692750504347
Brokered by Houlihan Lawrence Inc.,Multi-family home for sale,790000,4,3.0,1784.0,Bronx County,40.8510197,-73.8533944,197500.0,442.82511210762334
Brokered by Corcoran Park Avenue South,Co-op for sale,2199000,2,2.0,1770.0,New York,40.7899034,-73.9774703,1099500.0,1242.3728813559321
Brokered by COMPASS,Condo for sale,11000000,4,4.0,3452.0,New York County,40.7450569,-74.0027927,2750000.0,3186.558516801854
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,585000,1,1.0,2184.207862,New York,40.8570262,-73.9361002,585000.0,267.83165200419006
Brokered by Serhant,Condo for sale,7750000,5,6.0,3701.0,Brooklyn,40.692916,-74.0008815,1550000.0,2094.0286409078626
Brokered by Serhant,Townhouse for sale,19995000,6,8.0,8757.0,New York County,40.7318882,-73.9999891,3332500.0,2283.3162041795135
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,3375000,3,3.0,2184.207862,New York,40.7888952,-73.9545865,1125000.0,1545.182607716481
Brokered by ATLANTIC PROPERTIES REALTY INC,House for sale,1175000,3,2.3738608579684373,2184.207862,Kings County,40.5790606,-73.9612505,391666.6666666667,537.9524634272193
Brokered by Corcoran West Side Gallery,Co-op for sale,3150000,4,3.0,2184.207862,New York County,40.7835147,-73.9748183,787500.0,1442.1704338687157
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,15000000,4,6.0,2184.207862,New York County,40.7668419,-73.9707457,3750000.0,6867.478256517694
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,3150000,4,4.0,2184.207862,New York,40.7699404,-73.9686033,787500.0,1442.1704338687157
Brokered by Douglas Elliman - Bayside,Pending,825000,2,1.0,2184.207862,Queens County,40.7542784,-73.8933876,412500.0,377.71130410847314
NoBroker,House for sale,899000,2,2.0,1056.0,Kings County,40.603279,-74.014377,449500.0,851.3257575757576
Brokered by COMPASS,Condo for sale,795000,1,1.0,860.0,New York,40.7614804,-73.9610613,795000.0,924.4186046511628
Brokered by RE MAX Real Estate Professionals,Co-op for sale,275000,1,1.0,880.0,Brooklyn,40.6329634,-73.9709274,275000.0,312.5
Brokered by RE MAX Distinguished Homes & Properties,Multi-family home for sale,775000,6,2.0,2910.0,Bronx County,40.8501271,-73.8669885,129166.66666666667,266.3230240549828
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,2150000,2,2.0,2184.207862,New York,40.7479844,-73.9728389,1075000.0,984.3385501008694
Brokered by Amorelli Realty LLC,House for sale,899000,3,1.0,2184.207862,Queens County,40.7543613,-73.9077947,299666.6666666667,411.59086350729376
Brokered by Call It Home Realty LLC,House for sale,699000,5,4.0,1838.0,Bronx County,40.8677282,-73.8849595,139800.0,380.30467899891187
Brokered by Promise Realty LLC,Multi-family home for sale,904000,4,3.0,2184.207862,Queens County,40.7236308,-73.8094885,226000.0,413.880022926133
Brokered by Parkside Realty Of Queens Inc,House for sale,669000,3,1.0,2184.207862,Queens County,40.6899622,-73.8484421,223000.0,306.28953024068915
Brokered by E Z Sell Realty,Co-op for sale,279000,1,1.0,2184.207862,Queens,40.7312899,-73.85773,279000.0,127.7350955712291
Brokered by NEXTHOME PLATINUM PROPERTIES,Co-op for sale,330000,1,1.0,656.0,Queens,40.7843012,-73.7761962,330000.0,503.0487804878049
Brokered by ATLANTIC PROPERTIES REALTY INC,House for sale,1175000,3,2.3738608579684373,2184.207862,Kings County,40.5790606,-73.9612505,391666.6666666667,537.9524634272193
"Brokered by CLAS - Classic Marketing, LLC",Co-op for sale,399000,3,1.0,2184.207862,New York,40.7697297,-73.9590126,133000.0,182.67492162337064
Brokered by Corcoran East Side,Co-op for sale,740000,2,1.0,2184.207862,New York,40.7887084,-73.9700091,370000.0,338.7955939882062
Brokered by Macaluso Realty,House for sale,590000,5,3.0,1152.0,Queens County,40.6019328,-73.7587155,118000.0,512.1527777777778
Brokered by RE MAX Distinguished Homes & Properties,Multi-family home for sale,775000,6,2.0,2910.0,Bronx County,40.8501271,-73.8669885,129166.66666666667,266.3230240549828
Brokered by Coordinate,House for sale,1250000,3,2.0,2049.0,Kings County,40.6520971,-73.9451094,416666.6666666667,610.0536847242557
Brokered by COMPASS,Co-op for sale,975000,2,2.0,1270.0,New York,40.8370331,-73.9477948,487500.0,767.7165354330708
Brokered by Corcoran East Side,Condo for sale,849000,3,2.0,2184.207862,New York,40.7719831,-73.9802428,283000.0,388.69926931890143
Brokered by Corcoran Brooklyn Heights,House for sale,1699000,3,2.0,2200.0,Kings County,40.6870728,-73.9584649,566333.3333333334,772.2727272727273
Brokered by Corcoran West Side,Co-op for sale,1195000,2,2.0,2184.207862,New York,40.77475,-73.9488864,597500.0,547.1091011025762
Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,190000,3,1.0,500.0,Queens,40.7122499,-73.78851,63333.333333333336,380.0
Brokered by Coldwell Banker Warburg,Co-op for sale,405000,3,1.0,550.0,New York,40.7740666,-73.9522989,135000.0,736.3636363636364
Brokered by Tudor Realty Services Corp. - Tudor Realty Services Corp.,Co-op for sale,169500,1,1.0,2184.207862,The Bronx,40.8531021,-73.8636237,169500.0,77.60250429864993
Brokered by Voro Llc,House for sale,738280,3,2.3738608579684373,1302.0,Queens County,40.6619508,-73.7548417,246093.33333333334,567.0353302611367
Brokered by RE MAX Edge,Multi-family home for sale,950000,5,2.0,1660.0,Kings County,40.5792869,-73.9603435,190000.0,572.289156626506
Brokered by Leven Real Estate - Head Office,Condo for sale,800000,3,1.0,916.0,New York County,40.7067114,-74.010457,266666.6666666667,873.3624454148471
Brokered by Brooklyn Real Property Inc,Condo for sale,359000,2,1.0,920.0,Brooklyn,40.654871,-73.8847697,179500.0,390.2173913043478
Brokered by Coldwell Banker Warburg,Co-op for sale,1950000,2,3.0,2184.207862,New York,40.7695956,-73.9688773,975000.0,892.7721733473002
Brokered by BRPI - Brooklyn Real Property,Townhouse for sale,999000,7,4.0,2184.207862,Kings County,40.6656785,-73.8916486,142714.2857142857,457.37405188407837
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,1950000,2,2.0,960.0,New York,40.7373507,-74.0063169,975000.0,2031.25
Brokered by E Realty International Corp,Condo for sale,649000,1,1.0,2184.207862,New York,40.8121684,-73.9523535,649000.0,297.1328925653322
Brokered by Winzone Realty Inc,Condo for sale,1175000,4,2.0,2184.207862,Queens,40.7932921,-73.7951779,293750.0,537.9524634272193
Brokered by Island Group Realty Inc,House for sale,799000,4,2.0,2184.207862,Queens County,40.6757849,-73.8361627,199750.0,365.80767513050915
Brokered by COMPASS,Condo for sale,2950000,3,2.0,1709.0,Brooklyn,40.6935342,-74.0002618,983333.3333333334,1726.1556465769456
NoBroker,Condo for sale,358000,3,1.0,2184.207862,Queens,40.7187728,-73.811168,119333.33333333333,163.90381438888895
Brokered by Charles Rutenberg Realty Inc,Co-op for sale,189999,1,1.0,2184.207862,Queens,40.704719,-73.832559,189999.0,86.98760008400701
NoBroker,Condo for sale,760000,1,1.0,700.0,New York,40.766298,-73.9881994,760000.0,1085.7142857142858
Brokered by Exp Realty,Multi-family home for sale,675999,3,2.0,2070.0,Bronx County,40.8974036,-73.8427908,225333.0,326.5695652173913
Brokered by One Realty Global Corp,Condo for sale,380000,3,1.0,393.0,Brooklyn,40.6184843,-74.0001507,126666.66666666667,966.9211195928754
Brokered by One Realty Global Corp,Condo for sale,380000,3,1.0,393.0,Brooklyn,40.6184843,-74.0001507,126666.66666666667,966.9211195928754
Brokered by Leven Real Estate - Head Office,Condo for sale,800000,3,1.0,916.0,New York County,40.7067114,-74.010457,266666.6666666667,873.3624454148471
Brokered by East Coast Realty Partners,Co-op for sale,379000,2,1.0,2184.207862,Queens,40.7334099,-73.85851,189500.0,173.51828394801373
Brokered by Coldwell Banker Warburg,Co-op for sale,995000,2,2.0,2184.207862,New York,40.7699248,-73.9617134,497500.0,455.542724349007
Brokered by BERGEN BASIN REALTY,Condo for sale,649000,3,2.0,1150.0,Brooklyn,40.6280068,-73.9155812,216333.33333333334,564.3478260869565
Brokered by RE MAX Edge,Condo for sale,475000,1,1.0,739.0,Brooklyn,40.5789422,-73.9632143,475000.0,642.7604871447902
Brokered by Keller Williams Legendary,Pending,450000,2,1.0,2184.207862,Queens,40.749416,-73.8796895,225000.0,206.0243476955308
Brokered by COMPASS,Townhouse for sale,7250000,1,2.3738608579684373,4930.0,New York County,40.7168184,-74.0085588,7250000.0,1470.5882352941176
Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,1799000,11,6.0,5031.0,Kings County,40.608348,-73.9903259,163545.45454545456,357.58298548996225
Brokered by TREBACH REALTY INC,House for sale,1500000,8,5.0,2184.207862,Bronx County,40.8838882,-73.908028,187500.0,686.7478256517693
Brokered by Corcoran West Side Gallery,Condo for sale,3995000,3,4.0,2456.0,Manhattan,40.7781672,-73.9489094,1331666.6666666667,1626.628664495114
"Brokered by Garfield, Leslie J. & Co., Inc.",Townhouse for sale,2299000,7,6.0,2184.207862,New York County,40.8066101,-73.9390361,328428.5714285714,1052.5555007822784
Brokered by Corcoran,Pending,210000,1,1.0,850.0,Brooklyn,40.6466766,-73.9740956,210000.0,247.05882352941177
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,3200000,3,4.0,1825.0,New York,40.7703005,-73.9804715,1066666.6666666667,1753.4246575342465
Brokered by East Coast Realty Partners Llc,Co-op for sale,579000,3,2.0,1200.0,Queens,40.7346339,-73.8602384,193000.0,482.5
Brokered by ATLANTIC PROPERTIES REALTY INC,House for sale,1175000,3,2.3738608579684373,2184.207862,Kings County,40.577735,-73.9632478,391666.6666666667,537.9524634272193
Brokered by Block & Lot Real Estate SVC,Condo for sale,648888,2,2.0,950.0,Queens,40.7188694,-73.8111217,324444.0,683.04
Brokered by EXIT ALL SEASONS REALTY,Multi-family home for sale,989000,7,5.0,3978.0,Queens County,40.6659011,-73.854748,141285.7142857143,248.61739567621922
Brokered by COMPASS,Co-op for sale,995000,1,1.0,2184.207862,New York,40.7440497,-73.9980389,995000.0,455.542724349007
Brokered by Joe Hasselt Real Estate,Co-op for sale,154900,1,1.0,700.0,The Bronx,40.8646563,-73.9082145,154900.0,221.28571428571428
Brokered by RE/MAX Edge,Condo for sale,399000,1,1.0,577.0,Brooklyn,40.6373585,-74.0272224,399000.0,691.5077989601386
NoBroker,Condo for sale,589000,3,1.0,415.0,New York,40.7602412,-73.9954328,196333.33333333334,1419.2771084337348
Brokered by Calabrese Real Estate,Pending,565000,2,2.0,1238.0,Richmond County,40.5493207,-74.1744217,282500.0,456.38126009693053
Brokered by NextHome Prestige,Townhouse for sale,760000,2,2.3738608579684373,2337.0,Richmond County,40.5148559,-74.2032529,380000.0,325.2032520325203
Brokered by Corcoran East Side,Condo for sale,3795000,3,3.0,2250.0,New York,40.7747519,-73.9561067,1265000.0,1686.6666666666667
Brokered by RE/MAX City Square,Co-op for sale,199999,3,1.0,471.0,Queens,40.7223099,-73.84153,66666.33333333333,424.6263269639066
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,2500000,3,2.0,3200.0,New York,40.7468872,-73.9910651,833333.3333333334,781.25
Brokered by Duradox Management,House for sale,749999,3,2.0,2184.207862,Kings County,40.6485435,-73.9292272,249999.66666666666,343.3734549940009
Brokered by COMPASS,Co-op for sale,1595000,2,2.0,2184.207862,New York,40.7942107,-73.9761618,797500.0,730.2418546097148
Brokered by New Group Realty Inc,Co-op for sale,258000,3,1.0,500.0,Queens,40.7666016,-73.8157611,86000.0,516.0
Brokered by Precious Properties Corp.,House for sale,685000,3,2.0,1280.0,Richmond County,40.5491914,-74.1660279,228333.33333333334,535.15625
Brokered by Perfect Properties Corp,Multi-family home for sale,599000,5,2.0,2184.207862,Queens County,40.607379,-73.754678,119800.0,274.2412983769399
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,3250000,3,2.0,2292.0,New York,40.7175362,-73.9899587,1083333.3333333333,1417.975567190227
"Brokered by Tom Crimmins Realty, Ltd.",Condo for sale,245000,1,1.0,800.0,Staten Island,40.6189484,-74.1071576,245000.0,306.25
Brokered by Ernest Chi Real Estate LLC,Co-op for sale,729000,3,2.0,1400.0,The Bronx,40.8924692,-73.9091145,243000.0,520.7142857142857
Brokered by Richard Greco Real Estate,Multi-family home for sale,779000,3,2.0,1557.0,Bronx County,40.8494439,-73.8515779,259666.66666666666,500.32113037893384
